"College","CDS_loc","Name_Table_Loc"
"Emmaus Bible College","cds_cleaned/www.emmaus.edu_sites_default_files_2022-09_cds_2021-2022.pdf","data_tables/name_tables/emmaus_bible_college.csv"
"FAILED","cds_cleaned/www.emporia.edu_documents_3053_Consumer_Information_Handbook_2223-2.pdf","DNE"
"FAILED","cds_cleaned/www.evansville.edu_registrar_downloads_coursecatalog2022-2023.pdf","DNE"
"FAILED","cds_cleaned/www.ewc.edu_wp-content_uploads_CATALOG-2021-2022SG0920-REVISED-10.29.pdf","DNE"
"Fairfield University","cds_cleaned/www.fairfield.edu_files_documents_about_leadership-offices_departments_institutional-research_1045796185_about_leadership_dept_institutional-research_fall-enrollment_cds-2022-2023_01312023.pdf","data_tables/name_tables/fairfield_university.csv"
"FAILED","cds_cleaned/www.famu.edu_administration_strategic-planning-analysis-and-institutional-effectiveness_institutional-research_surveys_pdf_cds_CDS_2022-2023.pdf","DNE"
"SUNY College of Technology at Farmingdale","cds_cleaned/www.farmingdale.edu_institutional-research_pdf_cds2021_final.pdf","data_tables/name_tables/suny_college_of_technology_at_farmingdale.csv"
"FAILED","cds_cleaned/www.faulkner.edu_wp-content_uploads_2022-2023-Undergraduate-Catalog.pdf","DNE"
"FAILED","cds_cleaned/www.fhsu.edu_finaid_financial-aid-presentations_fanight2022-2023slides2.pdf","DNE"
"Florida Institute of Technology","cds_cleaned/www.fit.edu_media_site-specific_wwwfitedu_oir_documents_CDS-2021-2022-Final.pdf","data_tables/name_tables/florida_institute_of_technology.csv"
"Flagler College","cds_cleaned/www.flagler.edu_media_documents_offices_institutional-research-and-effectiveness_CDS_2022-2023.pdf","data_tables/name_tables/flagler_college.csv"
"FAILED","cds_cleaned/www.flsouthern.edu_getmedia_59b7a4b7-cd43-4485-a6d5-8bb3b9290f83_FSC-Academic-Catalog.pdf","DNE"
"FAILED","cds_cleaned/www.fmuniv.edu_wp-content_uploads_2022_09_FMU_Academic_Catalog_2022-2023_upd2.pdf","DNE"
"FAILED","cds_cleaned/www.foxcollege.edu_catalog.pdf","DNE"
"FAILED","cds_cleaned/www.fresno.edu_sites_default_files_documents_diversity-equity-and-inclusion_diversity-plan-2020-2025-2021-10-01-accessible.pdf","DNE"
"FAILED","cds_cleaned/www.friends.edu_wp-content_uploads_2022_05_Spring2022_Focus.pdf","DNE"
"FAILED","cds_cleaned/www.fullerton.edu_senate_publications_policies_resolutions_reports_ASD%2022-119%20Academic%20Senate%20Annual%20Report%202021-2022.pdf","DNE"
"FAILED","cds_cleaned/www.fvsu.edu_content_userfiles_files_2022_11_2022-2023-OFA-Verification-Policy.pdf","DNE"
"FAILED","cds_cleaned/www.gadsdenstate.edu_skins_userfiles_files_22-23%20FSA%20Policy%20and%20Procedures%20Manual_v4.pdf","DNE"
"FAILED","cds_cleaned/www.gatewaycc.edu_sites_default_files_inline-files_infopacketdiagnosticmedicalsonography.pdf","DNE"
"FAILED","cds_cleaned/www.gccaz.edu_sites_default_files_documents_pb-fft-file_2022-2023-academic-catalog-addendarev9-16-22.pdf","DNE"
"FAILED","cds_cleaned/www.gcsu.edu_sites_default_files_documents_2022-08_FacultyAwardsCriteriaandDoc%202022-2023.pdf","DNE"
"FAILED","cds_cleaned/www.gcu.edu_sites_default_files_media_institutional-information-2022-v1.pdf","DNE"
"Georgia Gwinnett College","cds_cleaned/www.ggc.edu_sites_default_files_2023-08_CDS_2022-2023_GGC-Data.pdf","data_tables/name_tables/georgia_gwinnett_college.csv"
"FAILED","cds_cleaned/www.goshen.edu_gcdocs_catalogs_2022-2023_grad_catalog.pdf","DNE"
"Governors State University","cds_cleaned/www.govst.edu_uploadedFiles_About_University_Governance_gsu_CDS_2022-2023_Final.pdf","data_tables/name_tables/governors_state_university.csv"
"FAILED","cds_cleaned/www.grace.edu_wp-content_uploads_2021_07_Biennial-Report-for-Alcohol-and-Other-Drug-Abuse-Prevention-Program-2023.pdf","DNE"
"FAILED","cds_cleaned/www.gram.edu_academics_catalog_docs_General%20Catalog%202022-2024.pdf","DNE"
"FAILED","cds_cleaned/www.grandview.edu_filesimages_Images_Academics_Registrar_Master%20Document%202022-2023%20Catalog_June202022.pdf","DNE"
"FAILED","cds_cleaned/www.gsw.edu_registrar_bulletin_Graduate_2022-2023-graduate-cd.pdf","DNE"
"FAILED","cds_cleaned/www.hamilton.edu_documents_CDS_2022-2023-final.pdf","DNE"
"FAILED","cds_cleaned/www.hanover.edu_wp-content_uploads_2023_08_Academic_Catalog_23_24.pdf","DNE"
"FAILED","cds_cleaned/www.harding.edu_student-life_assets_docs_student_handbook.pdf","DNE"
"FAILED","cds_cleaned/www.hartford.edu_current-students__files_6.5_current_students_student_handbook.pdf","DNE"
"FAILED","cds_cleaned/www.hcu.edu_wp-content_uploads_2022_07_2022%E2%80%932023-Undergrad-Catalog.pdf","DNE"
"FAILED","cds_cleaned/www.herzing.edu_sites_default_files_2022-10_Herzing%20University%20Brookfield%20PN%20Student%20Nursing%20Handbook%20v3.pdf","DNE"
"Hiram College","cds_cleaned/www.hiram.edu_wp-content_uploads_2022_08_CDS_2021-2022.pdf","data_tables/name_tables/hiram_college.csv"
"FAILED","cds_cleaned/www.hiu.edu_uploads_publication_HIU_Catalog_2022-23.pdf","DNE"
"FAILED","cds_cleaned/www.hmc.edu_institutional-research_wp-content_uploads_sites_42_2023_01_CDS_2022-2023.pdf","DNE"
"College of the Holy Cross","cds_cleaned/www.holycross.edu_sites_default_files_2023-03_CDS_2022-2023%20%28FINAL%29.pdf","data_tables/name_tables/college_of_the_holy_cross.csv"
"FAILED","cds_cleaned/www.hpu.edu_registrar_academic-catalog_files_hpu-2022-2023-catalog---locked-07.05.2022.pdf","DNE"
"FAILED","cds_cleaned/www.hsu.edu_site_assets_files_4002_business_2022-2023.pdf","DNE"
"Huntington University","cds_cleaned/www.huntington.edu_uploads_documents_CDS_2021_2022.pdf","data_tables/name_tables/huntington_university.csv"
"FAILED","cds_cleaned/www.ibcindianapolis.edu_catalog.pdf","DNE"
"FAILED","cds_cleaned/www.icsi.edu_media_webmodules_ICSI%20New%20Syllabus%202022.pdf","DNE"
"Illinois Institute of Technology","cds_cleaned/www.iit.edu_sites_default_files_2023-07_Full-2022-2023-Common-Data-Set.pdf","data_tables/name_tables/illinois_institute_of_technology.csv"
"FAILED","cds_cleaned/www.indstate.edu_cas_sites_arts.indstate.edu_files_Psychology_PsyD_Program_Guide_2022%20to%202023%20%20July%208%20Final.pdf","DNE"
"FAILED","cds_cleaned/www.indwes.edu_about_docs_iwu%20hlc%20ir%20spring%202010%20-%205mb.pdf","DNE"
"University of Pittsburgh","cds_cleaned/www.ir.pitt.edu_sites_default_files_assets_CDS_2022-2023%20Pittsburgh.pdf","data_tables/name_tables/university_of_pittsburgh.csv"
"Indiana University of Pennsylvania","cds_cleaned/www.iup.edu_planningandassessment_files_university_data_cds_2022-2023-for-website-4-4-23.pdf","data_tables/name_tables/indiana_university_of_pennsylvania.csv"
"Illinois Wesleyan University","cds_cleaned/www.iwu.edu_institutional-effectiveness_dataset_iwu-cds-2223-011023.pdf","data_tables/name_tables/illinois_wesleyan_university.csv"
"FAILED","cds_cleaned/www.jbu.edu_hubfs_student-life_files_6563_StudentHandbook_2022-23%20(1).pdf","DNE"
"FAILED","cds_cleaned/www.jmu.edu_oir_research_cds_cds2021_cds-2021-22.pdf","DNE"
"FAILED","cds_cleaned/www.jsu.edu_ire_research_CDS_CDS_2022-2023.pdf","DNE"
"FAILED","cds_cleaned/www.judsonu.edu_wp-content_uploads_2022_10_2022-2023-Clery-ASFSR67.pdf","DNE"
"Kansas State University","cds_cleaned/www.k-state.edu_pa_data_common-data-set_CDS_2022-2023.pdf","data_tables/name_tables/kansas_state_university.csv"
"FAILED","cds_cleaned/www.keiseruniversity.edu_pdf_ku-factbook.pdf","DNE"
"FAILED","cds_cleaned/www.kmbc.edu_wp-content_uploads_2022_06_KMBC-Academic-Catalog-2022-2023-v3-compressed.pdf","DNE"
"Knox College","cds_cleaned/www.knox.edu_documents_OIRA_CDS_2022-2023.pdf","data_tables/name_tables/knox_college.csv"
"FAILED","cds_cleaned/www.kutztown.edu_Departments-Offices_G-L_InstitutionalResearch_Documents_CDS2021-2022.pdf","DNE"
"Kansas Wesleyan University","cds_cleaned/www.kwu.edu_wp-content_uploads_Common-Data-Set-2022-2023.pdf","data_tables/name_tables/kansas_wesleyan_university.csv"
"FAILED","cds_cleaned/www.kysu.edu_board-of-regents_April%2012%202023%20Board%20Book.pdf","DNE"
"FAILED","cds_cleaned/www.lagrange.edu_current-students_student-handbook_Student-Handbook-2022-2023-v2.pdf","DNE"
"Lake Forest College","cds_cleaned/www.lakeforest.edu_Public_Administration_Institutional%20Research_2021-2022%20CDS_Lake%20Forest%20College.pdf","data_tables/name_tables/lake_forest_college.csv"
"FAILED","cds_cleaned/www.lawsonstate.edu_sites_www_Uploads_LSCC%20Catalog%20and%20Handbook%202023r.pdf","DNE"
"FAILED","cds_cleaned/www.lbwcc.edu_Content_Uploads_LBWCCredesign_images_Content_FY22%20Audit%20Report%20Lurleen%20B%20Wallace%20College.pdf","DNE"
"Lewis-Clark State College","cds_cleaned/www.lcsc.edu_media_9785_cds_2021-2022-2.pdf","data_tables/name_tables/lewis-clark_state_college.csv"
"Lewis University","cds_cleaned/www.lewisu.edu_welcome_offices_provost_OIRP_pdf_CDS_2021-2022.pdf","data_tables/name_tables/lewis_university.csv"
"FALSE","cds_cleaned/www.life.edu_wp-content_uploads_2014_08_Common-Data-Set-2021-2022-Final-1.pdf","data_tables/name_tables/false.csv"
"FAILED","cds_cleaned/www.lsu.edu_bgtplan_cds_2022_11_2223_definitions.pdf","DNE"
"FAILED","cds_cleaned/www.lsus.edu_Documents_Catalogs_2022-23%20catalog%20for%20website.pdf","DNE"
"Loyola University Chicago","cds_cleaned/www.luc.edu_media_lucedu_studentoutcomes_CDS_2022-2023.pdf","data_tables/name_tables/loyola_university_chicago.csv"
"FAILED","cds_cleaned/www.luther.edu_wp-content_uploads_2023_05_2022-23-Faculty-Handbook.pdf","DNE"
"Lycoming College","cds_cleaned/www.lycoming.edu_institutional-research_pdfs_cds-2022-2023.pdf","data_tables/name_tables/lycoming_college.csv"
"Lynn University","cds_cleaned/www.lynn.edu_uploads_pdf_Lynn-University-2022-2023-Common-Data-Set.pdf","data_tables/name_tables/lynn_university.csv"
"FAILED","cds_cleaned/www.lyon.edu_assets_2433_22-23_catalog_includes_new_admission_policy_09262022.pdf","DNE"
"Macalester College","cds_cleaned/www.macalester.edu_ir_wp-content_uploads_sites_156_Macalester-CDS_2021-22.pdf","data_tables/name_tables/macalester_college.csv"
"FAILED","cds_cleaned/www.manchester.edu_docs_default-source_registrar_2022-2023-undergraduate-catalog.pdf","DNE"
"Marquette University","cds_cleaned/www.marquette.edu_institutional-research-analysis_documents_cds_2223_new.pdf","data_tables/name_tables/marquette_university.csv"
"Marquette University","cds_cleaned/www.marquette.edu_institutional-research-analysis_documents_cds21-22.pdf","data_tables/name_tables/marquette_university.csv"
"FAILED","cds_cleaned/www.masters.edu_wp-content_uploads_2023_09_2022-2023-Common-Data-Set.pdf","DNE"
"FAILED","cds_cleaned/www.mchs.edu_Portals_0_Documents_Updates_Student%20Handbook%202022-2023.pdf","DNE"
"FAILED","cds_cleaned/www.mckendree.edu_academics_info_course-catalogs_2022-23-undergraduate-catalog.pdf","DNE"
"FAILED","cds_cleaned/www.menlo.edu_wp-content_uploads_Menlo-College-Academic-Catalog-2022-2023-Final.pdf","DNE"
"FAILED","cds_cleaned/www.mercer.edu_wp-content_uploads_2023_10_Mercerian_Fall23-8_smpl-red.pdf","DNE"
"FAILED","cds_cleaned/www.mesacc.edu_sites_default_files_pages_students_student-life_Handbook-2022-2023_Completed.pdf","DNE"
"FAILED","cds_cleaned/www.methodistcol.edu_filesimages_IT%20Files_Live%20Links_Methodist%20College%20Catalog%202022-2023.pdf","DNE"
"FAILED","cds_cleaned/www.mi.edu_wp-content_uploads_2022_04_Student-Handbook-2021-02182021.pdf","DNE"
"FAILED","cds_cleaned/www.miles.edu_sites_default_files_2023-01_2022-2023%20Academic%20Catalog%20vs.01%20%28July%205%2C%202022%29.pdf","DNE"
"FAILED","cds_cleaned/www.mines.edu_careers_wp-content_uploads_sites_43_2023_01_Career-Center-AR-2021-22_LR_Spreads.pdf","DNE"
"FAILED","cds_cleaned/www.mnu.edu_wp-content_uploads_2022_06_AY22-23-TRAD_Catalog-042122.pdf","DNE"
"FAILED","cds_cleaned/www.mohave.edu_assets_2023_10_Mohave-Community-College-Final-Report.pdf","DNE"
"FAILED","cds_cleaned/www.montevallo.edu_wp-content_uploads_2022_12_22fwMT_ADA.pdf","DNE"
"FAILED","cds_cleaned/www.morningside.edu_wp-content_uploads_Grad_Catalog-23-24-updated-11.22-1.pdf","DNE"
"Mount Marty University","cds_cleaned/www.mountmarty.edu_globalassets_backend-reconstruction_about-us_academic-excellence_institutional-effectiveness_insteffective.archived_common-data-set-report-2022-2023.pdf","data_tables/name_tables/mount_marty_university.csv"
"FAILED","cds_cleaned/www.mssu.edu_academics_institutional-effectiveness_MSSU_CDS_2022-2023.pdf","DNE"
"Metropolitan State University of Denver","cds_cleaned/www.msudenver.edu_wp-content_uploads_2023_07_CDS_2022-2023_MSU_DenverV2.pdf","data_tables/name_tables/metropolitan_state_university_of_denver.csv"
"FAILED","cds_cleaned/www.mtmercy.edu__documents_academics_programs_MA-MFT-Program-Handbook_June-2023.pdf","DNE"
"FAILED","cds_cleaned/www.mtsu.edu_iepr_cds_CDS_2022-2023.pdf","DNE"
"Michigan Technological University","cds_cleaned/www.mtu.edu_institutional-research_cds_files_cds-2022-2023.pdf","data_tables/name_tables/michigan_technological_university.csv"
"Murray State University","cds_cleaned/www.murraystate.edu_about_administration_Provost_institutional-effectiveness_OfficeOfInstitutionalResearch_docs_CDS_2021-2022.pdf","data_tables/name_tables/murray_state_university.csv"
"FAILED","cds_cleaned/www.nacc.edu_Content_Uploads_NACC_files_Business_2022%20Financial%20Statements%20-%20Northeast%20-%20FINAL(2).pdf","DNE"
"FAILED","cds_cleaned/www.neiu.edu_sites_default_files_documents_2023_01_20_CDS%20Section%20B%20Enrollment%20and%20Persistence_0.pdf","DNE"
"FAILED","cds_cleaned/www.niu.edu_registration-records__pdf_2022-2023-graduate-catalog.pdf","DNE"
"FAILED","cds_cleaned/www.northark.edu_images_uploads_20230605_2022-23-rn-handbook-95239.pdf","DNE"
"North Central College","cds_cleaned/www.northcentralcollege.edu_sites_default_files_CDS_2021-2022%20220426.pdf","data_tables/name_tables/north_central_college.csv"
"FAILED","cds_cleaned/www.northwestern.edu_sustainability_docs_fy22-annual-report.pdf","DNE"
"FAILED","cds_cleaned/www.northwestu.edu_assets_documents_about_Common_Data_Set_Northwest_University_2022-2023.pdf","DNE"
"FAILED","cds_cleaned/www.nova.edu_undergraduatestudies_forms_2022-23_undergraduate_catalog.pdf","DNE"
"University of Utah","cds_cleaned/www.obia.utah.edu_wp-content_uploads_sites_10_2022_10_CDS_2021-2022.pdf","data_tables/name_tables/university_of_utah.csv"
"FAILED","cds_cleaned/www.obu.edu_academics_Catalogs_Graduate-Catalog_2023-24GraduateCatalog.pdf","DNE"
"FAILED","cds_cleaned/www.oit.edu_sites_default_files_2023_documents_cds_202223.pdf","DNE"
"Otis College of Art and Design","cds_cleaned/www.otis.edu_sites_default_files_CDS_2022-2023_FINAL.pdf","data_tables/name_tables/otis_college_of_art_and_design.csv"
"FAILED","cds_cleaned/www.oxy.edu_sites_default_files_assets_Institutional_Research_cds_2022-2023_2.pdf","DNE"
"FAILED","cds_cleaned/www.ozarka.edu_files_catalog_catalog_202223_84616.pdf","DNE"
"University of the Pacific","cds_cleaned/www.pacific.edu_sites_default_files_users_user777_2022_23_CDS_Full_form.pdf","data_tables/name_tables/university_of_the_pacific.csv"
"FAILED","cds_cleaned/www.paier.edu_wp-content_uploads_2021_06_Catalog2021-2023-6-23-21.pdf","DNE"
"Palm Beach Atlantic University","cds_cleaned/www.pba.edu_wp-content_uploads_2023_05_pba-cds-2022-2023-may-2023.pdf","data_tables/name_tables/palm_beach_atlantic_university.csv"
"FAILED","cds_cleaned/www.pccua.edu_images_uploads_20230613_22-23-catalog-96620.pdf","DNE"
"Pepperdine University","cds_cleaned/www.pepperdine.edu_oie_content_pdf_cds2022-23.pdf","data_tables/name_tables/pepperdine_university.csv"
"Purdue University Fort Wayne","cds_cleaned/www.pfw.edu_offices_institutional-research_documents_common-data_CDS_2022-2023.pdf","data_tables/name_tables/purdue_university_fort_wayne.csv"
"FAILED","cds_cleaned/www.phoenixcollege.edu_sites_default_files_inline-files_Catalog-2nd%20Edition_Full%20version_update%201.2023%20%282%29%20%282%29.pdf","DNE"
"FAILED","cds_cleaned/www.pima.edu_student-resources_docs_free-expression-annual-report.pdf","DNE"
"FAILED","cds_cleaned/www.pittstate.edu_nursing__files_documents_rn-to-bsn_rnbsnhandbook2223.pdf","DNE"
"Pitzer College","cds_cleaned/www.pitzer.edu_institutional-research_wp-content_uploads_sites_33_2023_04_20230330_CDS_2022-2023_PITZER.pdf","data_tables/name_tables/pitzer_college.csv"
"Point Park University","cds_cleaned/www.pointpark.edu_about_admindepts_institutionalresearch_media_files_cds_cds_2022-2023_final.pdf","data_tables/name_tables/point_park_university.csv"
"FAILED","cds_cleaned/www.pomona.edu_sites_default_files_faculty-handbook.pdf","DNE"
"Quinnipiac University","cds_cleaned/www.qu.edu_4aa86a_contentassets_2b3ae27dc2034bcabb647def2cdf3819_cds_2021-2022_quinnipiac.pdf","data_tables/name_tables/quinnipiac_university.csv"
"Quincy University","cds_cleaned/www.quincy.edu_wp-content_uploads_2023_03_quincy-university-cds-2022-2023-submitted-1.pdf","data_tables/name_tables/quincy_university.csv"
"FAILED","cds_cleaned/www.redlands.edu_globalassets_depts_registrar_catalogs_documents_downloadable-catalog-2022-2023_2022-2023_academic_catalog_final.pdf","DNE"
"Regis University","cds_cleaned/www.regis.edu__documents_about_cds-data-2022.pdf","data_tables/name_tables/regis_university.csv"
"FAILED","cds_cleaned/www.reinhardt.edu_wp-content_uploads_2022_12_Official-2022-23-Undergrad-Catalog.pdf","DNE"
"FAILED","cds_cleaned/www.ringling.edu_wp-content_uploads_2022_06_Ringling-College-CONTXT-2022.pdf","DNE"
"University of Rochester","cds_cleaned/www.rochester.edu_provost_wp-content_uploads_2023_05_University-of-Rochester-CDS_2022-2023.pdf","data_tables/name_tables/university_of_rochester.csv"
"FAILED","cds_cleaned/www.roosevelt.edu_sites_default_files_2023-06_HCB-Academic%20Program%20Review%20and%20Assessment%20Report.pdf","DNE"
"FAILED","cds_cleaned/www.rose-hulman.edu_academics_academic-affairs_irpa_reports_2022-23-Academic-Year.pdf","DNE"
"FAILED","cds_cleaned/www.rsi.edu_wp-content_uploads_rsi-school-catalog.pdf","DNE"
"FAILED","cds_cleaned/www.saic.edu_sites_default_files_legacy_2022-23_SAIC_Bulletin.pdf","DNE"
"FAILED","cds_cleaned/www.saintleo.edu_sites_default_files_2022-10_2022-2023-University-Campus-Annual-Security-Report.pdf","DNE"
"Samford University","cds_cleaned/www.samford.edu_departments_files_Institutional_Effectiveness_2022-2023_Section-A-General-Information.pdf","data_tables/name_tables/samford_university.csv"
"FALSE","cds_cleaned/www.sandiego.edu_facts_documents_cds_CDS_2021-22.pdf","data_tables/name_tables/false.csv"
"FALSE","cds_cleaned/www.sandiego.edu_facts_documents_cds_CDS_2022-23.pdf","data_tables/name_tables/false.csv"
"FAILED","cds_cleaned/www.sau.edu_Documents_offices_dean-students_22-23-SAU-Student-Handbook.pdf","DNE"
"FAILED","cds_cleaned/www.scottsdalecc.edu_sites_default_files_documents_pb-fft-file_2022-2023-scc-catalog-archive-2023xc0605.pdf","DNE"
"The University of Scranton","cds_cleaned/www.scranton.edu_pir_institutional-research_institutional-research-reports_cds-2022-2023.pdf","data_tables/name_tables/the_university_of_scranton.csv"
"FAILED","cds_cleaned/www.scu.edu_media_offices_institutional-research_fampf_common-data-set_academic_Common-Data-Set-2022-2023.pdf","DNE"
"South Dakota State University","cds_cleaned/www.sdstate.edu_sites_default_files_file-archive_2022-12_South%20Dakota%20State%20University%20-%20Common%20Data%20Set%20%282021-2022%29.pdf","data_tables/name_tables/south_dakota_state_university.csv"
"FAILED","cds_cleaned/www.seark.edu_sites_default_files_2022-08_Lozanne-22-23%20Catalog%20Export-19Aug22.pdf","DNE"
"Stephen. F. Austin State University","cds_cleaned/www.sfasu.edu_docs_institutional-research_common-data-set-complete-22-23.pdf","data_tables/name_tables/stephen._f._austin_state_university.csv"
"FAILED","cds_cleaned/www.shasta.edu_uploads_1_6_7_0_16705804_catalog_22-23.pdf","DNE"
"FAILED","cds_cleaned/www.shc.edu_wp-content_uploads_2022_09_2022-Bulletin-Graduate-Programs.pdf","DNE"
"FAILED","cds_cleaned/www.shc.edu_wp-content_uploads_2022_09_2022-Bulletin-Traditional-Undergraduate-Programs.pdf","DNE"
"FAILED","cds_cleaned/www.shorter.edu_wp-content_uploads_Academic-Catalog-2022-2023-10.20.22.pdf","DNE"
"FAILED","cds_cleaned/www.shortercollege.edu_wp-content_uploads_2022_08_SHORTER-COLLEGE-Student-Handbook-2022-2023-UPDATE.pdf","DNE"
"Siena College","cds_cleaned/www.siena.edu_files_resources_siena_college_cds_2022-2023_final.pdf","data_tables/name_tables/siena_college.csv"
"FAILED","cds_cleaned/www.siue.edu_inrs_factbook_pdf_FbCurrent.pdf","DNE"
"St. John Fisher College","cds_cleaned/www.sjf.edu_media_services_institutional-research_documents_CommonDataSet.pdf","data_tables/name_tables/st._john_fisher_college.csv"
"San José State University","cds_cleaned/www.sjsu.edu_irsa_docs_cds_20230706_CDS_2022-2023.pdf","data_tables/name_tables/san_josé_state_university.csv"
"Skidmore College","cds_cleaned/www.skidmore.edu_ir_facts_common_CDS_2022-2023.pdf","data_tables/name_tables/skidmore_college.csv"
"Smith College","cds_cleaned/www.smith.edu_sites_default_files_media_Office%20Images_Institutional-Research_Smith%20CDS%202022-2023--Published20March2023.pdf","data_tables/name_tables/smith_college.csv"
"University of South Alabama","cds_cleaned/www.southalabama.edu_departments_institutionalresearch_resources_usa_cds_2022-2023.pdf","data_tables/name_tables/university_of_south_alabama.csv"
"FAILED","cds_cleaned/www.southark.edu_images_2022-2023_catalog_2022-2023_SouthArk-Catalog_.pdf","DNE"
"FAILED","cds_cleaned/www.southernct.edu_sites_default_files_inline-files_2023GRCprogram_1.pdf","DNE"
"FAILED","cds_cleaned/www.southuniversity.edu_-_media_files_pharmacy_su_pharm_student-handbook.pdf","DNE"
"Slippery Rock University","cds_cleaned/www.sru.edu_documents_offices_analytics-decision-support_CDS_2021-2022.pdf","data_tables/name_tables/slippery_rock_university.csv"
"FAILED","cds_cleaned/www.sterling.edu_sites_default_files_2022-2023%20Undergraduate%20Academic%20Catalog.pdf","DNE"
"Stetson University","cds_cleaned/www.stetson.edu_administration_institutional-research_media_CDS_AY2022.pdf","data_tables/name_tables/stetson_university.csv"
"Saint Mary's College of California","cds_cleaned/www.stmarys-ca.edu_sites_default_files_2023-08_SMC%20Common%20Data%20Set%20AY2022-23.pdf","data_tables/name_tables/saint_mary's_college_of_california.csv"
"Saint Vincent College","cds_cleaned/www.stvincent.edu_meet-saint-vincent_CDS_2022-2023.pdf","data_tables/name_tables/saint_vincent_college.csv"
"FAILED","cds_cleaned/www.sxu.edu_catalog__resources_documents_graduate-catalog-2022-23.pdf","DNE"
"FAILED","cds_cleaned/www.talladega.edu_uploadedFiles_File_Talladega_Catalog_2022-2023.pdf","DNE"
"FAILED","cds_cleaned/www.taylor.edu_giving_documents_presidents-report-2022.pdf","DNE"
"FAILED","cds_cleaned/www.thomasmore.edu_wp-content_uploads_2022-2023-Academic-Catalog.pdf","DNE"
"FAILED","cds_cleaned/www.thomasu.edu_wp-content_uploads_2022_08_Fall-2022-2023-Catalog-.pdf","DNE"
"Trinity College","cds_cleaned/www.trincoll.edu_asic_wp-content_uploads_sites_125_2022_09_CDS_2021-2022_Trinity_College.pdf","data_tables/name_tables/trinity_college.csv"
"FAILED","cds_cleaned/www.trine.edu_education-one_documents_purdue-application-2023.pdf","DNE"
"Troy University","cds_cleaned/www.troy.edu__assets_irpe__documents_cds-2022-2023.pdf","data_tables/name_tables/troy_university.csv"
"FAILED","cds_cleaned/www.tuskegee.edu_Content_Uploads_Tuskegee_files_BoT_Search%20Committee_Presidential_Leadership_Profile_V2(1).pdf","DNE"
"FAILED","cds_cleaned/www.uaa.alaska.edu_academics_college-of-health_departments_school-of-social-work_bsw__documents_handbook-2022-08-22.pdf","DNE"
"The University of Alabama at Birmingham","cds_cleaned/www.uab.edu_institutionaleffectiveness_images_documents_cds_cds_2022-23.pdf","data_tables/name_tables/the_university_of_alabama_at_birmingham.csv"
"FAILED","cds_cleaned/www.uaccm.edu_academics_catalogs_22-23_catalog.pdf","DNE"
"FALSE","cds_cleaned/www.uaf.edu_pair_pair_reports_common-data-set_CDS_2022-2023.pdf","data_tables/name_tables/false.csv"
"The University of Alabama in Huntsville","cds_cleaned/www.uah.edu_images_administrative_provost_oir_CDS_cds_2022-2023.pdf","data_tables/name_tables/the_university_of_alabama_in_huntsville.csv"
"FAILED","cds_cleaned/www.uaht.edu_wp-content_uploads_2023_01_2022-2023-College-Catalog-FINAL.pdf","DNE"
"FAILED","cds_cleaned/www.uamont.edu_academics_pdfs_catalogs_2022-2023UAMCatalog.pdf","DNE"
"FAILED","cds_cleaned/www.uapb.edu_sites_www_Uploads_SBM_SBM%20Annual%20Report%20%202017-2023%20Updated_onmay1stV2.pdf","DNE"
"FAILED","cds_cleaned/www.uapb.edu_sites_www_Uploads_Stud-Life_Web%202022-2023%20ROAR%20Semesters%209-2-2022%20New%20WEB.PDF","DNE"
"FAILED","cds_cleaned/www.uarichmountain.edu_documents_catalog_college_catalog_2023.pdf","DNE"
"University of Cincinnati","cds_cleaned/www.uc.edu_content_dam_refresh_provost-62_offices_ir_CDS_2022-2023.pdf","data_tables/name_tables/university_of_cincinnati.csv"
"University of Colorado Denver | Anschutz Medical","cds_cleaned/www.ucdenver.edu_docs_librariesprovider192_default-document-library_cds2022-2023.pdf","data_tables/name_tables/university_of_colorado_denver_|_anschutz_medical.csv"
"FAILED","cds_cleaned/www.udel.edu_content_dam_udelImages_canr_pdfs_extension_environmental-stewardship_climate_deccci_DECCCI_Final_Report_August_2023.pdf","DNE"
"University of Detroit Mercy","cds_cleaned/www.udmercy.edu_academics_academic-affairs_research_files_cds_2223_UDM_CDS.pdf","data_tables/name_tables/university_of_detroit_mercy.csv"
"FAILED","cds_cleaned/www.uis.edu_sites_default_files_2022-10_CDS_2021-2022_0.pdf","DNE"
"University of Kentucky","cds_cleaned/www.uky.edu_irads_sites_www.uky.edu.irads_files_common_data_set_CDS_2022-2023%2004052023%20FINAL.pdf","data_tables/name_tables/university_of_kentucky.csv"
"University of Massachusetts Boston","cds_cleaned/www.umb.edu_media_umassboston_content-assets_documents_CDS_2022-2023_UMass_Boston.pdf","data_tables/name_tables/university_of_massachusetts_boston.csv"
"University of Missouri - Kansas City","cds_cleaned/www.umkc.edu_data_docs_cds_2022_2023.pdf","data_tables/name_tables/university_of_missouri_-_kansas_city.csv"
"FAILED","cds_cleaned/www.umt.edu_institutional-research_documents_cds_2022-23-with-data.pdf","DNE"
"FAILED","cds_cleaned/www.una.edu_research_Institutional%20Data_university-of-north-alabama-cds-2022-2023.pdf","DNE"
"FAILED","cds_cleaned/www.unco.edu_institutional-reporting-analysis-services_pdf_common-data-sets_CDS_2022-2023.pdf","DNE"
